route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message
12870,c_16884_b_19708_d_96,shuttle430,shuttle430,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle802,shuttle802,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle432,shuttle432,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle804,shuttle804,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle422,shuttle422,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle434,shuttle434,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle428,shuttle428,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle438,shuttle438,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12870,c_16884_b_19708_d_96,shuttle426,shuttle426,Tamien Caltrain Station,1,,p_692614,,,,,,,,,,
12871,c_17057_b_none_d_127,605,605,San Francisco Caltrain Station,0,,p_692595,,,,,,,,,,
12871,c_17057_b_none_d_127,607,607,San Francisco Caltrain Station,0,,p_531878,,,,,,,,,,
12871,c_17058_b_none_d_127,609,609,San Francisco Caltrain Station,0,,p_531883,,,,,,,,,,
12871,c_17058_b_none_d_127,611,611,San Francisco Caltrain Station,0,,p_692595,,,,,,,,,,
12871,c_17059_b_none_d_127,615,615,San Francisco Caltrain Station,0,,p_531878,,,,,,,,,,
12871,c_17059_b_none_d_127,613,613,San Francisco Caltrain Station,0,,p_692595,,,,,,,,,,
12871,c_17060_b_none_d_127,617,617,San Francisco Caltrain Station,0,,p_692595,,,,,,,,,,
12871,c_17060_b_none_d_127,619,619,San Francisco Caltrain Station,0,,p_531878,,,,,,,,,,
12871,c_17061_b_none_d_127,621,621,San Francisco Caltrain Station,0,,p_692595,,,,,,,,,,
12871,c_17061_b_none_d_127,623,623,San Francisco Caltrain Station,0,,p_531878,,,,,,,,,,
12871,c_17062_b_none_d_127,601,601,San Francisco Caltrain Station,0,,p_531886,,,,,,,,,,
12871,c_17565_b_none_d_127,653,653,San Francisco Caltrain Station,0,,p_744778,,,,,,,,,,
12871,c_17565_b_none_d_127,651,651,San Francisco Caltrain Station,0,,p_744778,,,,,,,,,,
